,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
4165,Gather - In real life,78394368,0.0,813,2.5,4+,Lifestyle,1
4166,商品バーコードで賞味期限を通知 Limiter2 (リミッター),74308608,0.0,0,0.0,4+,Food & Drink,2
4167,Recolor - Coloring Book,68480000,0.0,31180,4.5,4+,Entertainment,4
4168,Explore Daniel Tiger's Neighborhood,327118848,2.99,92,3.5,4+,Education,1
4169,Piano Tiles 2™(Don't Tap The White Tile 2),81668096,0.0,55077,4.5,4+,Games,17
4170,Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,378085376,3.99,0,0.0,4+,Education,1
4171,Hidden Pictures by Highlights Magazine,164859904,0.0,1478,4.5,4+,Games,1
4172,Teenage Mutant Ninja Turtles: Battle Match Game,134537216,1.99,70,4.0,9+,Games,8
4173,Mods for Minecraft PC & Servers for Minecraft PE,18505728,1.99,753,4.5,12+,Utilities,1
4174,Slots - Huuuge Casino: Slot Machines,91105280,0.0,13637,4.5,12+,Games,12
4175,Bookling - Track Your Reading Habits,14913536,0.99,20,3.0,4+,Productivity,2
4176,Strawberry Shortcake Candy Garden,232399872,0.0,633,4.5,4+,Entertainment,10
4177,Dreampath - The Two Kingdoms HD - A Magical Hidden Object Game (Full),923066368,6.99,248,4.5,9+,Games,4
4178,Dark Dimensions: Homecoming HD - A Hidden Object Mystery (Full),1331712000,6.99,78,3.5,9+,Games,3
4179,Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),1331671040,2.99,10,2.5,9+,Games,3
4180,Teenage Mutant Ninja Turtles: Portal Power,636086272,3.99,113,4.0,9+,Games,8
4181,PewDiePie: Legend of the Brofist,457690112,4.99,10828,5.0,12+,Games,17
4182,Photograph+,23192576,0.99,0,0.0,4+,Photo & Video,31
4183,Der IQ Test - Intelligenztest (Deutsch),17666048,0.0,0,0.0,4+,Games,1
4184,ゲームプレイで賞金ゲット！ポットハンター,292899840,0.0,0,0.0,17+,Games,1
4185,The Greedy Cave,160432128,0.99,914,4.5,9+,Games,7
4186,Angry Birds Action!,1504883712,0.0,1863,4.0,4+,Games,1
4187,Pastry Picnic,160301056,0.0,447,4.5,4+,Games,6
4188,Anki OVERDRIVE,341238784,0.0,981,4.5,9+,Entertainment,15
4189,Pixduel™,102730752,0.0,1602,4.0,4+,Games,1
4190,Rugby Nations 16,629813248,4.99,78,4.5,12+,Games,7
4191,Brothers: A Tale of Two Sons,1925599232,2.99,460,3.5,12+,Games,9
4192,Papa's Cupcakeria To Go!,80509952,1.99,157,4.0,4+,Games,1
4193,Plug Pocketmine for Minecraft PE,22670336,2.99,770,3.0,4+,Games,13
4194,Weed Firm 2: Back To College,180713472,0.0,4387,4.5,17+,Games,1
4195,Disney Build It: Frozen,143358976,3.99,48,3.0,4+,Entertainment,1
4196,Selfeo,86573056,0.0,366,4.0,17+,Social Networking,1
4197,Followers Analysis Tool For Instagram App Free,7891968,0.0,4253,4.0,4+,Social Networking,31
4198,The Lion Guard,672662528,3.99,78,4.0,4+,Entertainment,11
4199,hocus.,26484736,0.99,5778,4.5,4+,Games,1
4200,Outfolded,71029760,0.0,1468,4.5,4+,Games,10
4201,"金陵十三钗－王丽坤代言,伴你穿越红楼今梦",124174336,3.99,0,0.0,17+,Games,1
4202,Speedafari – Speed Up Safari on Slow Connections,14659584,1.99,28,5.0,4+,Utilities,1
4203,Word²,37148672,1.99,556,4.5,4+,Games,1
4204,Churchill Solitaire - World War Card Game,153385984,0.0,13241,4.5,12+,Games,1
4205,Discovery VR,10979328,0.0,125,3.0,4+,Entertainment,1
4206,Scribblenauts Unlimited,567910400,4.99,1350,4.0,9+,Games,1
4207,Color Therapy Adult Coloring Book for Adults,135236608,0.0,84062,5.0,4+,Book,2
4208,Amount Plus - Unit And Currency Converter,7095296,2.99,35,4.0,4+,Productivity,3
4209,小历 - 通知中心日历,4511744,0.99,11,4.5,4+,Productivity,3
4210,LONEWOLF,108982272,0.0,1906,4.5,17+,Games,9
4211,Solar Walk ™ 2 - Space Missions & Solar System,610393088,2.99,316,4.0,4+,Education,10
4212,おチャベリ-ビデオ通話でマッチングアプリ,66080768,0.0,0,0.0,17+,Social Networking,1
4213,Crafty Candy - Match 3 Puzzle Game,151161856,0.0,7511,4.5,4+,Games,5
4214,Mystery Trackers: Nightsville Horror - A Hidden Object Adventure (Full),992354304,2.99,9,3.5,9+,Games,5
4215,Mystery Trackers: Nightsville Horror HD - A Hidden Object Adventure (Full),985018368,6.99,72,4.5,9+,Games,5
4216,Reelgood - TV Guide for Streaming,74444800,0.0,125,4.5,4+,Entertainment,1
4217,Train Driver Journey 4 - Introduction to Steam,705732608,0.99,429,4.5,4+,Games,1
4218,Telepaint,95984640,2.99,47,4.5,9+,Games,1
4219,Primal Legends,166575104,0.0,1692,4.5,9+,Games,1
4220,Tetro Blocks - Beat IQ with Tetrix-style-puzzle.,47351808,0.0,0,0.0,4+,Games,1
4221,Britney Spears: American Dream,528184320,0.0,2129,4.5,12+,Games,13
4222,Frozen Free Fall: Icy Shot,186636288,0.0,1133,4.5,4+,Games,11
4223,"Marline - Weather, Tides & Moon",8082432,0.99,55,4.0,4+,Weather,3
4224,公牛炒股-证券开户交易软件,40359936,0.99,0,0.0,17+,Finance,2
4225,君の目的はボクを殺すこと。,154515456,0.0,0,0.0,9+,Games,1
4226,Truck Simulator PRO 2016,592898048,3.99,875,4.0,4+,Games,1
4227,二炮手-同名抗战狙击手游(孙红雷主演),327962624,0.0,1,3.0,17+,Games,2
4228,Forest Heroes Story,71539712,0.0,38,4.5,4+,Games,3
4229,Legendary - Game of Heroes,175010816,0.0,1776,4.5,12+,Games,7
4230,【真・お絵かきパズル】〇〇投げてみた結果ｗｗ　完全無料！,69857280,0.0,12,4.5,4+,Games,1
4231,【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム,66817024,0.0,0,0.0,17+,Games,42
4232,BuzzTube - Video Player for YouTube,15563776,0.0,21012,4.5,17+,Entertainment,1
4233,EVERYTOWN,65808384,0.0,141,4.0,4+,Games,4
4234,Kendall and Kylie,556161024,0.0,55011,4.5,12+,Games,1
4235,HOUND Voice Search & Assistant,63474688,0.0,297,4.0,9+,Productivity,1
4236,Genies & Gems,280523776,0.0,9768,4.5,4+,Games,13
4237,The Blacklist: Conspiracy,101144576,0.0,496,4.0,12+,Games,15
4238,"Thirty Days & Seven Seas – Pirate Battle Board Game Starring Clarence, Jeff and Sumo",1233862656,2.99,68,4.5,9+,Games,10
4239,まぐろ職人（通）,27328512,0.0,0,0.0,4+,Games,1
4240,Downwell,82202624,2.99,1679,5.0,9+,Games,1
4241,Teeny Titans - Teen Titans Go! Figure Battles,709790720,3.99,2503,4.5,9+,Games,9
4242,BB-8™ App Enabled Droid Powered by Sphero,399747072,0.0,4385,4.5,4+,Entertainment,1
4243,City Car Driving,89788416,0.0,41,4.0,4+,Games,1
4244,Endless Sky,35807232,0.0,6313,4.5,4+,Games,1
4245,Warrior Balls,32857088,0.0,4375,4.5,4+,Games,1
4246,出会い応援チャットアプリLIKE YOU,10225664,0.0,0,0.0,17+,Social Networking,1
4247,The Lost Treasure,129610752,2.99,155,5.0,4+,Games,1
4248,TALES OF LINK,111104000,0.0,229,4.0,4+,Games,2
4249,Black Hole -世の中で最も困難な物理げーむ ぱずる-,148458496,0.0,0,0.0,4+,Games,1
4250,Ys Chronicles II,466280448,4.99,34,5.0,9+,Games,1
4251,Teenage Mutant Ninja Turtles: Legends,920238080,0.0,10771,4.5,9+,Games,12
4252,Just Press Record,2425856,4.99,334,4.0,4+,Utilities,1
4253,倩女幽魂-周年庆资料片开启新主角剧情,1038312448,0.0,405,4.5,9+,Games,1
4254,Adventure Company,389818368,0.0,1392,4.5,12+,Games,1
4255,Snowboarding The Fourth Phase,474566656,0.0,815,4.5,9+,Games,1
4256,Smart Watch Notice,1547264,4.99,214,1.0,4+,Utilities,1
4257,Dig Deep!,30904320,1.99,36,3.5,9+,Games,9
4258,Myths of the World: Black Rose HD - A Hidden Object Adventure (Full),949374976,6.99,84,4.0,9+,Games,4
4259,Myths of the World: Black Rose - A Hidden Object Adventure (Full),796377088,2.99,20,4.0,9+,Games,4
4260,风行视频+ HD - 电影电视剧体育视频播放器,65872896,0.0,648,4.5,17+,Entertainment,1
4261,EatMe.io: Hungry Fish Attack!,289340416,0.0,256,3.5,4+,Games,1
4262,VR Street Jump for Google Cardboard,107298816,0.0,236,3.5,4+,Games,1
4263,Super Sharp,15110144,1.99,7776,5.0,4+,Games,14
4264,Beat the Boss 4,786240512,0.0,1368,4.0,12+,Games,15
4265,Weed Firm: RePlanted,122604544,0.0,10122,4.5,17+,Games,1
4266,Goosebumps Night of Scares,345457664,0.0,572,4.0,12+,Games,1
4267,Finger Hero: Avoid Obstacles,150419456,0.0,870,4.5,12+,Games,9
4268,Mad City Crime,250993664,0.0,793,3.0,12+,Games,1
4269,Sea Hero Quest,360306688,0.0,2908,5.0,4+,Games,17
4270,Ominous Objects: Phantom Reflection HD - A Hidden Object Adventure (Full),1412444160,6.99,43,4.0,9+,Games,3
4271,Egg!,323473408,0.0,33407,4.5,4+,Games,11
4272,Endless Learning Academy,770732032,0.0,143,4.0,4+,Education,1
4273,Focus! - Can You Tell Them Apart?,37068800,0.0,766,3.5,4+,Games,1
4274,BMX Streets,293198848,2.99,54,3.5,4+,Games,1
4275,Tap Tap Dash,68935680,0.0,11748,4.5,4+,Games,15
4276,Dungelot: Shattered Lands,402743296,3.99,940,4.5,12+,Games,1
4277,Goal Kick - free penalty shootout soccer game,14171136,0.0,57,3.0,4+,Games,1
4278,Power Hover,182592512,3.99,458,4.5,4+,Games,9
4279,"OVLA - Awesome & Creative Typography Design, Graphic Design, Photo Editing",63175680,0.99,21,3.5,4+,Photo & Video,4
4280,Shimmer and Shine: Enchanted Carpet Ride Game HD,497758208,4.99,20,4.0,4+,Education,1
4281,Shimmer and Shine:  Enchanted Carpet Ride Game,497315840,2.99,7,3.0,4+,Education,1
4282,theSkimm,28734464,0.0,1765,4.5,12+,News,1
4283,铁血武林-武侠回合制策略手游,272277504,0.99,0,0.0,12+,Games,1
4284,SW/NG - Living Photos. Memories that Swing.,89583616,0.0,222,3.0,12+,Photo & Video,9
4285,What's My Mutt?,53959680,0.99,178,4.0,4+,Lifestyle,1
4286,A high end tuner for all instruments!@Tuner,32099328,2.99,0,0.0,4+,Music,2
4287,[the Sequence],132829184,0.99,254,5.0,4+,Games,1
4288,Analog London,18984960,0.99,7,5.0,4+,Photo & Video,5
4289,Analog Paris,27561984,0.99,32,4.5,4+,Photo & Video,5
4290,Analog Budapest,19247104,0.99,6,4.5,4+,Photo & Video,5
4291,GyroSphere Trials,201877504,0.0,1267,3.5,4+,Games,1
4292,新大主宰-2016卡牌手游巨作！,323506176,0.0,0,0.0,12+,Games,1
4293,Runtastic Results: Workout & Bodyweight Training,210848768,0.0,1718,4.5,4+,Health & Fitness,14
4294,Bella's Pizza Place - Italian Food Maker,210242560,0.0,77,4.0,4+,Games,11
4295,iScanner - PDF Document Scanner App,81171456,4.99,8675,4.5,4+,Business,13
4296,VPN Proxy Master Pro,22918144,5.99,771,5.0,4+,Productivity,9
4297,Outback,73947136,0.0,805,4.5,12+,Food & Drink,1
4298,Don't Be Squared,89306112,0.0,100,4.0,9+,Games,1
4299,Re:Monster,190661632,0.0,37,3.5,12+,Games,1
4300,パチスロ バイオハザード6,2057388032,14.99,0,0.0,12+,Games,1
4301,謎解き母からのメモ,21292032,0.0,0,0.0,4+,Book,1
4302,Supermodel Star - Rule the Runway,139894784,0.0,250,4.0,4+,Games,11
4303,Shopkins: Top Trumps,278928384,2.99,10,3.0,4+,Games,1
4304,Inversions,23249920,2.99,0,0.0,4+,Education,1
4305,"BusyCal - Calendar, Reminders & To Dos",32659456,4.99,139,3.5,4+,Productivity,1
4306,Titan Quest,1323163648,7.99,1350,4.0,9+,Games,7
4307,CLUE Bingo,232353792,0.0,12123,4.5,12+,Games,1
4308,Home - Design & Decor Shopping,50572288,0.0,3354,4.5,4+,Lifestyle,30
4309,Crazy Cake Swap,207080448,0.0,4638,5.0,4+,Games,1
4310,まぐろ投げ！,23475200,0.0,0,0.0,4+,Games,2
4311,Camcorder - Record VHS Home Videos,15195136,0.0,830,4.5,4+,Photo & Video,1
4312,Basket Fall - Basketball Dunking Sim,103661568,0.0,2251,4.5,4+,Games,13
4313,大圣捉妖记,120456192,0.0,0,0.0,12+,Games,1
4314,大头儿子天天乐跑-和孩子一起玩的游戏！,111789056,0.0,0,0.0,12+,Games,1
4315,Ringtones for iPhone with Ringtone Maker,38459392,0.0,4013,4.5,4+,Music,11
4316,Civil War: Wilson's Creek,251606016,1.99,6,3.0,12+,Games,1
4317,"Road watcher: dash camera, car video recorder.",6329344,0.99,10,3.0,4+,Navigation,7
4318,go90 – Stream TV & Live Sports,48359424,0.0,3355,4.0,12+,Entertainment,1
4319,Music Memos,146113536,0.0,909,4.0,4+,Music,34
4320,Little Fox Animal Doctor - be a vet,302585856,1.99,66,2.5,4+,Book,14
4321,Rolling Sky,138529792,0.0,30670,4.5,4+,Games,12
4322,Voice Translator with Offline Dictionary Pro,103895040,13.99,499,4.5,4+,Reference,11
4323,Bakery Blitz: Cooking Game,121535488,0.0,2605,4.0,4+,Games,5
4324,Disney Junior Magic Phone with Sofia the First and Mickey Mouse,629897216,2.99,67,4.0,4+,Education,1
4325,Team Drift Cats,262576128,0.99,12,4.5,9+,Games,1
4326,"Themify - Full HD Themes for iPhone with Live Wallpapers, Backgrounds and Keyboards.",84629504,3.99,1024,4.5,4+,Utilities,11
4327,Talking Tom Jetski,106321920,0.0,2853,4.0,4+,Games,13
4328,Talking Tom Bubble Shooter,191398912,0.0,2659,4.5,4+,Games,13
4329,Should Shoot,33418240,2.99,1,5.0,9+,Games,1
4330,Personal Progress Binder,60442624,4.99,66,4.5,4+,Productivity,1
4331,iFaces - Custom Themes and Faces for Apple Watch,27377664,1.99,376,2.5,4+,Lifestyle,1
4332,渡劫-多武器战斗,692929536,0.99,0,0.0,9+,Games,1
4333,Build Your Palace,169842688,0.99,228,4.0,4+,Games,1
4334,Ice Cream Truck Girl - Frozen Sweets Maker,227164160,0.0,169,4.0,4+,Games,1
4335,Ringtones for iPhone Unlimited.,48986112,2.99,313,4.0,4+,Music,11
4336,Minds On Physics the App - Part 1,64569344,0.99,16,1.5,4+,Education,1
4337,Giant Turnip Game: A Voyage Of Vegetable Extraction!,83069952,0.0,89,5.0,4+,Games,3
4338,Billiards9,296638464,0.0,0,0.0,4+,Games,2
4339,Carmen Sandiego Returns-A Global Spy Game for Kids,200816640,3.99,273,3.0,4+,Education,1
4340,Green Game TimeSwapper,263876608,2.99,0,0.0,4+,Games,1
4341,果罐Pro-通知中心快捷安全启动插件,50857984,2.99,0,0.0,17+,Utilities,6
4342,Yellow - Make new friends,84699136,0.0,3809,4.5,12+,Lifestyle,3
4343,Shopkins World!,660983808,0.0,3047,4.0,4+,Games,3
4344,POTO - Photo Collage Maker,53268480,0.0,1149,4.5,4+,Photo & Video,11
4345,Sky Chasers,96497664,0.0,1074,4.5,4+,Games,1
4346,Labyrinths of the World: Forbidden Muse HD - A Mystery Hidden Object Game (Full),2328133632,6.99,54,4.0,9+,Games,4
4347,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget HD - A Hidden Object Mystery (Full),848699392,6.99,109,3.5,9+,Games,5
4348,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget - A Hidden Object Mystery (Full),848715776,2.99,15,3.0,9+,Games,5
4349,LEGO® Ninjago™: Shadow of Ronin™,1277468672,4.99,342,4.5,9+,Games,1
4350,セブン‐イレブンアプリ,14241792,0.0,0,0.0,17+,Lifestyle,1
4351,"lollicam - photo, video, and selfie camera",114951168,0.0,51,3.5,9+,Photo & Video,17
4352,Motor Trend OnDemand,67274752,0.0,247,2.5,4+,Entertainment,1
4353,Bullet'nTunes,209350656,1.99,1,4.0,4+,Games,1
4354,FastEver 2 - Quick memo app for Evernote,47126528,3.99,24,4.5,4+,Productivity,2
4355,Extreme Forklifting 2,103745536,0.0,99,4.0,4+,Games,1
4356,Street Fighter Puzzle Spirits,150564864,0.0,100,2.5,12+,Games,1
4357,Galaxy on Fire 3 - Manticore,1496265728,0.0,7609,4.0,12+,Games,8
4358,爆速！マルチ募集掲示板 for モンスト,62963712,0.0,0,0.0,4+,Entertainment,2
4359,Patchmania KIDS - A Puzzle About Bunny Revenge!,102250496,3.99,3,4.5,4+,Games,13
4360,Electoral 2016 - Create Presidential Election Maps,18359296,1.99,22,4.0,4+,News,1
4361,Sesame Street Alphabet Kitchen,321781760,2.99,35,4.5,4+,Education,1
4362,Amateur Surgeon 4,118773760,0.0,2743,4.5,12+,Games,10
4363,艶が～るプレミアム 女性向け恋愛ゲーム！乙女げーむ,21210112,0.0,0,0.0,17+,Games,1
4364,Last Empire – War Z: Zombie Strategy Game,149037056,0.0,3323,4.0,12+,Games,2
4365,Scanner App - PDF Document Scan,96234496,0.0,11696,4.5,4+,Business,13
4366,全国一斉性格テストDX,18067456,0.0,0,0.0,17+,Entertainment,1
4367,One Button Travel,130982912,2.99,111,3.5,12+,Games,2
4368,my KONAMI Slots - Vegas Casino Slot Machine Games,218488832,0.0,13345,4.5,12+,Games,1
4369,Smart Virtual Boyfriend,6730752,0.0,46,2.0,12+,Lifestyle,1
4370,Exploding Kittens® - The Official Game,214897664,1.99,3980,4.0,9+,Games,1
4371,盗墓之王-寻龙秘事,208276480,0.0,0,0.0,12+,Games,2
4372,My Rockstar Girls - Party Rock Band,136144896,0.0,63,3.5,4+,Games,1
4373,Bibi & Tina: Pferdeabenteuer,622986240,2.99,0,0.0,4+,Games,1
4374,Fairy Land Rescue - Save the Magic Village,122825728,0.0,94,4.0,4+,Games,1
4375,Musicloud Pro - MP3 and FLAC Music Player for Cloud Platforms.,22317056,2.99,885,4.5,4+,Music,14
4376,Musicloud - MP3 and FLAC Music Player for Cloud Platforms.,49267712,0.0,2211,4.0,4+,Music,14
4377,Zasa : An AI Story,31244288,0.99,5,4.5,4+,Games,16
4378,Mahjong Classic Board Game,68122624,0.0,10275,4.5,4+,Games,1
4379,Star Skater,270223360,0.0,1189,4.0,9+,Games,18
4380,愛しのショコラティエ いけめん恋愛ゲーム・乙女げーむ女性向け人気,170562560,0.0,0,0.0,17+,Games,1
4381,Thomas & Friends: Race On!,539088896,0.0,89,3.0,4+,Games,11
4382,Assault on Arnhem,188083200,4.99,12,2.5,9+,Games,1
4383,闪瘦-健康减肥瘦身,52037632,0.0,0,0.0,17+,Health & Fitness,2
4384,Dulp,42303488,0.0,1660,4.5,4+,Games,10
4385,A Good Snowman Is Hard To Build,94819328,4.99,270,4.5,4+,Games,1
4386,The Monsters by Tinybop,267152384,2.99,46,4.5,4+,Education,58
4387,FINAL FANTASY Ⅸ,3860406272,20.99,1502,4.5,12+,Games,5
4388,Delicious - Emily's Tea Garden,110645248,9.99,95,2.0,4+,Games,8
4389,格斗学院-社团争霸圣装崛起，热血高校一触即发,537575424,0.0,62,4.5,12+,Games,1
4390,DOFUS Touch,3366912,0.0,104,4.0,12+,Games,6
4391,Model 15,205972480,29.99,298,5.0,4+,Music,1
4392,Weather Gods,252779520,2.99,187,4.5,4+,Weather,5
4393,Fitbod Workout Log: Strength Lifting Bodybuilding,71352320,0.0,4668,5.0,4+,Health & Fitness,1
4394,"Bloxels: Build, Play & Share Your Own Video Games",255226880,0.0,382,3.5,4+,Education,1
4395,Boomerang from Instagram,15664128,0.0,2373,3.5,4+,Photo & Video,27
4396,Football Clicker,172334080,0.0,12326,4.5,4+,Games,1
4397,Magnets!,27394048,0.0,11,3.5,4+,Games,1
4398,Beat Stomper,136069120,1.99,646,5.0,4+,Games,1
4399,Super Phantom Cat - Be a jumping bro.,120711168,0.0,1206,4.5,4+,Games,7
4400,Fairytale Fiasco - Sleeping Spell Rescue,145756160,0.0,201,4.0,4+,Games,11
4401,400ステージに挑戦！ばあジャンプ,55187456,0.0,0,0.0,4+,Games,2
4402,Titan Brawl,248264704,0.0,611,4.5,9+,Games,33
4403,The Westport Independent,71266304,4.99,160,3.5,9+,Games,1
4404,Emoji Bae - Custom Emojis,12980224,1.99,40,2.5,9+,Utilities,1
4405,斗斗大冒险之我爱斗斗堂-官方正版4v4竞技抛物线手游,239757312,0.0,0,0.0,12+,Games,1
4406,Splash Cars,182239232,0.0,2094,4.5,4+,Games,1
4407,The Very Hungry Caterpillar™ – Shapes & Colors,95689728,2.99,7,5.0,4+,Education,1
4408,Batman Unlimited: Gotham City’s Most Wanted,444225536,3.99,15,3.5,4+,Book,4
4409,The Very Hungry Caterpillar - Creative Play,99653632,2.99,14,4.0,4+,Education,12
4410,twofold inc.,38733824,3.99,1075,4.5,4+,Games,11
4411,Neon Drive - '80s style arcade game,194145280,3.99,1046,4.5,4+,Games,9
4412,Candy Party: Coin Carnival Dozer,250047488,0.0,1017,4.5,12+,Games,1
4413,Fear For Sale: Phantom Tide HD - A Scary Hidden Object Mystery (Full),1833861120,6.99,83,4.0,9+,Games,5
4414,Stage Rush: Imagine Dragons,270425088,0.0,69,4.5,4+,Games,1
4415,ROCKY™,345278464,0.0,989,4.0,9+,Games,1
4416,Tiny Bone,113205248,0.0,0,0.0,9+,Games,9
4417,Face Swap Live,89829376,1.99,1995,4.0,12+,Photo & Video,13
4418,caRRage,369336320,0.0,671,4.5,12+,Games,7
4419,Swap Ball - Endless Arcade Bouncer,99272704,0.0,113,4.0,4+,Games,1
4420,BattleHand,199417856,0.0,4623,4.5,9+,Games,1
4421,Hey! VINA - Where Women Meet New Friends,103951360,0.0,719,3.0,12+,Social Networking,1
4422,币优铺,24213504,0.0,0,0.0,4+,Finance,2
4423,BrainTraining!!GASHAAAAAAN!!,132264960,0.0,0,0.0,4+,Games,1
4424,Toca Life: School,331207680,2.99,1744,4.5,4+,Education,18
4425,Rayman Adventures,437230592,0.0,11100,4.0,4+,Games,16
4426,Parallels,96845824,0.0,19,4.0,4+,Games,1
4427,"Warhammer 40,000: Freeblade",1425611776,0.0,16879,4.5,12+,Games,12
4428,Tap Cats: Idle Warfare,254233600,0.0,313,4.5,12+,Games,1
4429,The End of the World by Sean Wenham,105894912,0.99,15,4.5,17+,Games,1
4430,Beyond: Light Advent Collector's Edition (Full),1356186624,6.99,81,4.0,9+,Games,4
4431,The Cooking Game- With Cute iMessage Food Stickers,98185216,0.0,340,4.5,4+,Games,1
4432,Fits - Block Puzzle King,70547456,0.0,78,4.5,4+,Games,2
4433,Critter Academy,539506688,0.0,43,3.5,9+,Games,1
4434,拼多多 - 1亿人都在拼的购物App,38347776,0.0,5,2.5,4+,Shopping,5
4435,Micro Machines,257494016,0.0,729,4.5,12+,Games,1
4436,Agent Gumball - Roguelike Spy Game,560714752,2.99,22,4.0,9+,Games,9
4437,Maze: Subject 360 HD - A Mystery Hidden Object Game (Full),1149562880,6.99,123,4.5,9+,Games,4
4438,Halfpipe Hero - Retro Arcade Skateboarding,60072960,0.0,532,4.5,4+,Games,1
4439,Colored Dots -  by Ukids,231426048,0.99,0,0.0,4+,Education,2
4440,Knots - The Ultimate Brain Challenge,182890496,0.0,105,3.5,4+,Games,1
4441,Mobike - Dockless Bike Share,93101056,0.0,494,4.5,4+,Travel,3
4442,You hate me? わたしのこと きらい？,53769216,0.0,1,5.0,17+,Games,1
4443,Le Havre: The Inland Port,179616768,4.99,21,4.0,4+,Games,1
4444,Cut the Rope: Magic,193079296,0.99,3229,4.5,4+,Games,10
4445,Nevertales: Legends - A Hidden Object Adventure (Full),774814720,6.99,75,4.5,9+,Games,3
4446,Dark Realm: Princess of Ice HD - A Mystery Hidden Object Game (Full),1069375488,6.99,76,4.0,9+,Games,3
4447,Hunting USA,331105280,1.99,72,3.5,12+,Games,1
4448,The Secret Order: Beyond Time HD - A Hidden Object Adventure (Full),608198656,6.99,84,4.5,9+,Games,3
4449,Surfingers,291862528,0.0,1416,4.5,9+,Games,1
4450,Day One Journal,182986752,4.99,6380,4.5,4+,Lifestyle,16
4451,Watch OWN,66934784,0.0,3895,4.5,12+,Entertainment,1
4452,下ヨシ子の「２０１６年　あなたの流生命」,7760896,0.0,0,0.0,17+,Lifestyle,1
4453,Streaks Workout,41596928,2.99,56,3.0,4+,Health & Fitness,23
4454,Smash Fu - Endless Arcade Smasher,72565760,0.0,1086,4.5,4+,Games,1
4455,Into the Dim,55447552,0.0,1521,4.5,9+,Games,1
